"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Deaths,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Lung and Bronchus","22030","Utah","49","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2018","2018","Male","M","Non-Hispanic","2186-5",210,218433,108.0,93.6,124.0,7.6,96.1,83.6,110.1,6.6
,"Lung and Bronchus","22030","Utah","49","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2019","2019","Female","F","Non-Hispanic","2186-5",174,252148,73.9,63.2,85.9,5.7,69.0,59.1,80.1,5.2
,"Lung and Bronchus","22030","Utah","49","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2019","2019","Male","M","Non-Hispanic","2186-5",225,226232,110.9,96.6,126.7,7.5,99.5,86.9,113.3,6.6
,"Lung and Bronchus","22030","Utah","49","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2020","2020","Female","F","Non-Hispanic","2186-5",177,253541,76.3,65.3,88.6,5.8,69.8,59.9,80.9,5.2
,"Lung and Bronchus","22030","Utah","49","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2020","2020","Male","M","Non-Hispanic","2186-5",202,232602,98.6,85.1,113.7,7.2,86.8,75.3,99.7,6.1
,"Lung and Bronchus","22030","Utah","49","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2021","2021","Female","F","Non-Hispanic","2186-5",200,261389,82.9,71.6,95.4,5.9,76.5,66.3,87.9,5.4
,"Lung and Bronchus","22030","Utah","49","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2021","2021","Male","M","Non-Hispanic","2186-5",200,240217,95.6,82.4,110.2,7.0,83.3,72.1,95.6,5.9
,"Lung and Bronchus","22030","Utah","49","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2022","2022","Female","F","Non-Hispanic","2186-5",174,268036,71.3,61.0,82.8,5.5,64.9,55.6,75.3,4.9
,"Lung and Bronchus","22030","Utah","49","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2022","2022","Male","M","Non-Hispanic","2186-5",193,246616,88.4,76.0,102.2,6.6,78.3,67.6,90.1,5.6
,"Lung and Bronchus","22030","Utah","49","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2023","2023","Female","F","Non-Hispanic","2186-5",166,274424,65.2,55.5,76.0,5.1,60.5,51.6,70.4,4.7
,"Lung and Bronchus","22030","Utah","49","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Utah","49","2023","2023","Male","M","Hispanic","2135-2",16,21722,85.3,45.8,145.7,23.4,73.7,42.1,119.6,18.4
,"Lung and Bronchus","22030","Utah","49","2023","2023","Male","M","Non-Hispanic","2186-5",241,252790,107.4,93.9,122.3,7.1,95.3,83.7,108.2,6.1
,"Lung and Bronchus","22030","Utah","49","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2018","2018","Female","F","Hispanic","2135-2",0,687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2018","2018","Female","F","Non-Hispanic","2186-5",124,89158,150.8,125.0,180.2,13.8,139.1,115.7,165.8,12.5
,"Lung and Bronchus","22030","Vermont","50","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2018","2018","Male","M","Hispanic","2135-2",0,621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2018","2018","Male","M","Non-Hispanic","2186-5",159,78204,233.5,197.6,274.0,19.1,203.3,172.9,237.5,16.1
,"Lung and Bronchus","22030","Vermont","50","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2019","2019","Female","F","Hispanic","2135-2",0,734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2019","2019","Female","F","Non-Hispanic","2186-5",127,90999,149.3,124.1,178.0,13.5,139.6,116.3,166.1,12.4
,"Lung and Bronchus","22030","Vermont","50","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2019","2019","Male","M","Non-Hispanic","2186-5",132,80104,179.1,148.9,213.6,16.1,164.8,137.9,195.4,14.3
,"Lung and Bronchus","22030","Vermont","50","2020","2020","Female","F","Hispanic","2135-2",0,909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2020","2020","Female","F","Non-Hispanic","2186-5",121,93359,145.0,120.0,173.6,13.4,129.6,107.5,154.9,11.8
,"Lung and Bronchus","22030","Vermont","50","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2020","2020","Male","M","Non-Hispanic","2186-5",143,84214,184.5,154.4,218.7,16.0,169.8,143.1,200.0,14.2
,"Lung and Bronchus","22030","Vermont","50","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2021","2021","Female","F","Hispanic","2135-2",0,974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2021","2021","Female","F","Non-Hispanic","2186-5",132,95985,144.5,120.6,171.8,12.8,137.5,115.1,163.1,12.0
,"Lung and Bronchus","22030","Vermont","50","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2021","2021","Male","M","Non-Hispanic","2186-5",138,86503,179.0,149.3,212.9,15.9,159.5,134.0,188.5,13.6
,"Lung and Bronchus","22030","Vermont","50","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2022","2022","Female","F","Hispanic","2135-2",0,1042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2022","2022","Female","F","Non-Hispanic","2186-5",143,98090,154.4,129.9,182.1,13.0,145.8,122.9,171.7,12.2
,"Lung and Bronchus","22030","Vermont","50","2022","2022","Male","M","Hispanic","2135-2",0,938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2022","2022","Male","M","Non-Hispanic","2186-5",150,88121,186.5,156.8,220.1,15.8,170.2,144.1,199.7,13.9
,"Lung and Bronchus","22030","Vermont","50","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2023","2023","Female","F","Hispanic","2135-2",0,1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","Vermont","50","2023","2023","Female","F","Non-Hispanic","2186-5",149,99934,156.0,131.8,183.3,12.9,149.1,126.1,175.1,12.2
,"Lung and Bronchus","22030","Vermont","50","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Vermont","50","2023","2023","Male","M","Non-Hispanic","2186-5",163,89747,200.4,169.8,234.9,16.3,181.6,154.8,211.7,14.2
,"Lung and Bronchus","22030","Vermont","50","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Virginia","51","2018","2018","Female","F","Non-Hispanic","2186-5",1418,971371,153.6,145.6,161.9,4.1,146.0,138.5,153.8,3.9
,"Lung and Bronchus","22030","Virginia","51","2018","2018","Male","M","Non-Hispanic","2186-5",1700,804575,235.2,223.8,246.9,5.8,211.3,201.4,221.6,5.1
,"Lung and Bronchus","22030","Virginia","51","2019","2019","Female","F","Hispanic","2135-2",16,37470,51.6,28.7,85.0,13.4,42.7,24.4,69.3,10.7
,"Lung and Bronchus","22030","Virginia","51","2019","2019","Female","F","Non-Hispanic","2186-5",1333,996236,139.7,132.3,147.5,3.9,133.8,126.7,141.2,3.7
,"Lung and Bronchus","22030","Virginia","51","2019","2019","Male","M","Non-Hispanic","2186-5",1705,825543,229.4,218.4,240.9,5.7,206.5,196.8,216.6,5.0
,"Lung and Bronchus","22030","Virginia","51","2020","2020","Female","F","Non-Hispanic","2186-5",1362,993805,145.5,137.8,153.5,4.0,137.0,129.9,144.5,3.7
,"Lung and Bronchus","22030","Virginia","51","2020","2020","Male","M","Non-Hispanic","2186-5",1713,840765,226.1,215.2,237.5,5.6,203.7,194.2,213.6,4.9
,"Lung and Bronchus","22030","Virginia","51","2021","2021","Female","F","Hispanic","2135-2",21,44394,58.2,35.3,90.1,13.2,47.3,29.3,72.3,10.3
,"Lung and Bronchus","22030","Virginia","51","2021","2021","Female","F","Non-Hispanic","2186-5",1482,1015062,153.7,145.9,161.8,4.0,146.0,138.7,153.6,3.8
,"Lung and Bronchus","22030","Virginia","51","2021","2021","Male","M","Non-Hispanic","2186-5",1684,859133,218.1,207.5,229.2,5.5,196.0,186.8,205.6,4.8
,"Lung and Bronchus","22030","Virginia","51","2022","2022","Female","F","Hispanic","2135-2",27,47519,71.2,46.1,104.7,14.2,56.8,37.4,82.7,10.9
,"Lung and Bronchus","22030","Virginia","51","2022","2022","Female","F","Non-Hispanic","2186-5",1393,1036057,140.2,132.9,147.8,3.8,134.5,127.5,141.7,3.6
,"Lung and Bronchus","22030","Virginia","51","2022","2022","Male","M","Hispanic","2135-2",21,41339,74.7,44.7,116.9,17.3,50.8,31.4,77.7,11.1
,"Lung and Bronchus","22030","Virginia","51","2022","2022","Male","M","Non-Hispanic","2186-5",1627,876713,203.6,193.5,214.1,5.2,185.6,176.7,194.8,4.6
,"Lung and Bronchus","22030","Virginia","51","2023","2023","Female","F","Hispanic","2135-2",31,50844,67.1,44.5,97.0,12.7,61.0,41.4,86.5,11.0
,"Lung and Bronchus","22030","Virginia","51","2023","2023","Female","F","Non-Hispanic","2186-5",1459,1059019,142.7,135.5,150.3,3.8,137.8,130.8,145.0,3.6
,"Lung and Bronchus","22030","Virginia","51","2023","2023","Male","M","Hispanic","2135-2",23,44547,66.3,39.3,104.5,15.7,51.6,32.7,77.5,10.8
,"Lung and Bronchus","22030","Virginia","51","2023","2023","Male","M","Non-Hispanic","2186-5",1598,897114,196.2,186.4,206.3,5.0,178.1,169.5,187.1,4.5
,"Lung and Bronchus","22030","Washington","53","2018","2018","Female","F","Hispanic","2135-2",17,33694,62.5,35.6,101.4,15.7,50.5,29.4,80.8,12.2
,"Lung and Bronchus","22030","Washington","53","2018","2018","Female","F","Non-Hispanic","2186-5",1195,839494,154.0,145.2,163.1,4.5,142.3,134.4,150.7,4.1
,"Lung and Bronchus","22030","Washington","53","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Washington","53","2018","2018","Male","M","Hispanic","2135-2",28,31116,117.2,74.5,175.0,24.3,90.0,59.8,130.1,17.0
,"Lung and Bronchus","22030","Washington","53","2018","2018","Male","M","Non-Hispanic","2186-5",1241,725787,194.6,183.6,206.1,5.7,171.0,161.6,180.8,4.9
,"Lung and Bronchus","22030","Washington","53","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Washington","53","2019","2019","Female","F","Hispanic","2135-2",17,36274,58.3,33.3,94.3,14.6,46.9,27.3,75.0,11.4
,"Lung and Bronchus","22030","Washington","53","2019","2019","Female","F","Non-Hispanic","2186-5",1234,861912,153.0,144.5,161.9,4.4,143.2,135.3,151.4,4.1
,"Lung and Bronchus","22030","Washington","53","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Washington","53","2019","2019","Male","M","Hispanic","2135-2",22,33699,68.7,41.1,108.7,15.9,65.3,40.9,98.8,13.9
,"Lung and Bronchus","22030","Washington","53","2019","2019","Male","M","Non-Hispanic","2186-5",1260,745364,191.4,180.7,202.6,5.5,169.0,159.8,178.6,4.8
,"Lung and Bronchus","22030","Washington","53","2020","2020","Female","F","Hispanic","2135-2",23,39425,75.2,46.7,114.2,16.3,58.3,37.0,87.5,12.2
,"Lung and Bronchus","22030","Washington","53","2020","2020","Female","F","Non-Hispanic","2186-5",1145,859886,143.9,135.5,152.6,4.3,133.2,125.6,141.1,3.9
,"Lung and Bronchus","22030","Washington","53","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Washington","53","2020","2020","Male","M","Hispanic","2135-2",23,37681,90.9,55.3,139.8,20.5,61.0,38.7,91.6,12.7
,"Lung and Bronchus","22030","Washington","53","2020","2020","Male","M","Non-Hispanic","2186-5",1222,759726,183.4,172.9,194.4,5.4,160.8,152.0,170.1,4.6
,"Lung and Bronchus","22030","Washington","53","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Washington","53","2021","2021","Female","F","Hispanic","2135-2",23,41975,62.0,38.0,95.3,13.7,54.8,34.7,82.2,11.4
,"Lung and Bronchus","22030","Washington","53","2021","2021","Female","F","Non-Hispanic","2186-5",1165,880400,142.8,134.7,151.4,4.2,132.3,124.8,140.1,3.9
,"Lung and Bronchus","22030","Washington","53","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Washington","53","2021","2021","Male","M","Hispanic","2135-2",34,40164,110.5,73.7,159.1,20.8,84.7,58.6,118.3,14.5
,"Lung and Bronchus","22030","Washington","53","2021","2021","Male","M","Non-Hispanic","2186-5",1265,777659,186.1,175.6,197.0,5.4,162.7,153.8,171.9,4.6
,"Lung and Bronchus","22030","Washington","53","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","Washington","53","2022","2022","Female","F","Hispanic","2135-2",27,44584,71.9,46.5,106.2,14.4,60.6,39.9,88.1,11.7
,"Lung and Bronchus","22030","Washington","53","2022","2022","Female","F","Non-Hispanic","2186-5",1269,896868,150.3,142.0,158.9,4.3,141.5,133.8,149.5,4.0
,"Lung and Bronchus","22030","Washington","53","2022","2022","Male","M","Hispanic","2135-2",27,42818,81.9,51.4,123.4,17.4,63.1,41.6,91.7,12.1
,"Lung and Bronchus","22030","Washington","53","2022","2022","Male","M","Non-Hispanic","2186-5",1227,790661,175.7,165.7,186.2,5.2,155.2,146.6,164.1,4.4
,"Lung and Bronchus","22030","Washington","53","2023","2023","Female","F","Hispanic","2135-2",24,47245,55.4,34.3,84.6,12.1,50.8,32.5,75.6,10.4
,"Lung and Bronchus","22030","Washington","53","2023","2023","Female","F","Non-Hispanic","2186-5",1178,912608,135.5,127.9,143.6,4.0,129.1,121.8,136.7,3.8
,"Lung and Bronchus","22030","Washington","53","2023","2023","Male","M","Non-Hispanic","2186-5",1205,804413,166.9,157.3,176.9,4.9,149.8,141.5,158.5,4.3
,"Lung and Bronchus","22030","West Virginia","54","2018","2018","Female","F","Non-Hispanic","2186-5",495,261845,194.7,177.8,212.7,8.8,189.0,172.8,206.5,8.5
,"Lung and Bronchus","22030","West Virginia","54","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","West Virginia","54","2018","2018","Male","M","Non-Hispanic","2186-5",641,225579,306.1,282.3,331.4,12.4,284.2,262.6,307.0,11.2
,"Lung and Bronchus","22030","West Virginia","54","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","West Virginia","54","2019","2019","Female","F","Hispanic","2135-2",0,1809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","West Virginia","54","2019","2019","Female","F","Non-Hispanic","2186-5",476,265177,184.9,168.5,202.4,8.5,179.5,163.7,196.4,8.2
,"Lung and Bronchus","22030","West Virginia","54","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","West Virginia","54","2019","2019","Male","M","Non-Hispanic","2186-5",628,228538,291.3,268.5,315.6,11.9,274.8,253.7,297.1,11.0
,"Lung and Bronchus","22030","West Virginia","54","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Lung and Bronchus","22030","West Virginia","54","2020","2020","Female","F","Hispanic","2135-2",0,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Lung and Bronchus","22030","West Virginia","54","2020","2020","Female","F","Non-Hispanic","2186-5",493,260169,195.5,178.5,213.7,8.9,189.5,173.1,207.0,8.5
