"Notes","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Lung and Bronchus","22030","Louisiana","22","2006","2006","Male","M","Hispanic","2135-2",17,6228,356.4,200.7,580.0,91.2,273.0,159.0,437.0,66.2
,"Lung and Bronchus","22030","Louisiana","22","2006","2006","Male","M","Non-Hispanic","2186-5",1534,301600,535.1,508.1,563.2,13.9,508.6,483.5,534.7,13.0
,"Lung and Bronchus","22030","Louisiana","22","2007","2007","Female","F","Non-Hispanic","2186-5",1188,406857,297.9,281.1,315.4,8.7,292.0,275.6,309.1,8.5
,"Lung and Bronchus","22030","Louisiana","22","2007","2007","Male","M","Hispanic","2135-2",16,6708,273.9,151.9,454.3,71.7,238.5,136.3,387.3,59.6
,"Lung and Bronchus","22030","Louisiana","22","2007","2007","Male","M","Non-Hispanic","2186-5",1450,314415,489.9,464.5,516.4,13.2,461.2,437.7,485.5,12.1
,"Lung and Bronchus","22030","Louisiana","22","2008","2008","Female","F","Non-Hispanic","2186-5",1147,418184,282.7,266.5,299.7,8.4,274.3,258.6,290.6,8.1
,"Lung and Bronchus","22030","Louisiana","22","2008","2008","Male","M","Hispanic","2135-2",25,7078,402.4,255.2,603.7,83.8,353.2,228.6,521.4,70.6
,"Lung and Bronchus","22030","Louisiana","22","2008","2008","Male","M","Non-Hispanic","2186-5",1544,326016,502.1,476.8,528.5,13.1,473.6,450.3,497.8,12.1
,"Lung and Bronchus","22030","Louisiana","22","2009","2009","Female","F","Non-Hispanic","2186-5",1103,428455,267.0,251.4,283.4,8.1,257.4,242.5,273.1,7.8
,"Lung and Bronchus","22030","Louisiana","22","2009","2009","Male","M","Non-Hispanic","2186-5",1506,337313,477.6,453.1,503.0,12.6,446.5,424.2,469.6,11.5
,"Lung and Bronchus","22030","Louisiana","22","2010","2010","Female","F","Non-Hispanic","2186-5",1102,439648,262.9,247.5,279.0,8.0,250.7,236.1,265.9,7.6
,"Lung and Bronchus","22030","Louisiana","22","2010","2010","Male","M","Non-Hispanic","2186-5",1553,348704,487.1,462.5,512.7,12.7,445.4,423.5,468.1,11.3
,"Lung and Bronchus","22030","Louisiana","22","2011","2011","Female","F","Non-Hispanic","2186-5",1091,449694,253.7,238.7,269.4,7.8,242.6,228.4,257.4,7.3
,"Lung and Bronchus","22030","Louisiana","22","2011","2011","Male","M","Hispanic","2135-2",16,8866,207.9,117.2,341.7,53.1,180.5,103.2,293.1,45.1
,"Lung and Bronchus","22030","Louisiana","22","2011","2011","Male","M","Non-Hispanic","2186-5",1501,359264,460.6,436.9,485.2,12.2,417.8,396.9,439.5,10.8
,"Lung and Bronchus","22030","Louisiana","22","2012","2012","Female","F","Hispanic","2135-2",16,11295,145.5,82.4,237.8,36.9,141.7,81.0,230.0,35.4
,"Lung and Bronchus","22030","Louisiana","22","2012","2012","Female","F","Non-Hispanic","2186-5",1139,459783,258.3,243.3,273.9,7.7,247.7,233.5,262.5,7.3
,"Lung and Bronchus","22030","Louisiana","22","2012","2012","Male","M","Hispanic","2135-2",20,9659,219.3,129.9,347.7,51.8,207.1,126.5,319.8,46.3
,"Lung and Bronchus","22030","Louisiana","22","2012","2012","Male","M","Non-Hispanic","2186-5",1543,369824,448.2,425.3,471.9,11.8,417.2,396.7,438.6,10.6
,"Lung and Bronchus","22030","Louisiana","22","2013","2013","Female","F","Hispanic","2135-2",17,12163,154.2,89.3,247.2,37.8,139.8,81.4,223.8,33.9
,"Lung and Bronchus","22030","Louisiana","22","2013","2013","Female","F","Non-Hispanic","2186-5",1175,469157,263.0,248.0,278.7,7.8,250.4,236.3,265.2,7.3
,"Lung and Bronchus","22030","Louisiana","22","2013","2013","Male","M","Hispanic","2135-2",24,10509,278.8,176.4,418.1,58.4,228.4,146.3,339.8,46.6
,"Lung and Bronchus","22030","Louisiana","22","2013","2013","Male","M","Non-Hispanic","2186-5",1501,380051,429.1,406.9,452.2,11.5,394.9,375.2,415.4,10.2
,"Lung and Bronchus","22030","Louisiana","22","2014","2014","Female","F","Hispanic","2135-2",19,12997,155.8,93.5,243.7,36.0,146.2,88.0,228.3,33.5
,"Lung and Bronchus","22030","Louisiana","22","2014","2014","Female","F","Non-Hispanic","2186-5",1175,479964,259.2,244.4,274.6,7.7,244.8,231.0,259.2,7.1
,"Lung and Bronchus","22030","Louisiana","22","2014","2014","Male","M","Non-Hispanic","2186-5",1569,391351,443.6,421.2,467.0,11.6,400.9,381.3,421.3,10.1
,"Lung and Bronchus","22030","Louisiana","22","2015","2015","Female","F","Hispanic","2135-2",16,13987,119.3,67.6,194.8,30.2,114.4,65.4,185.8,28.6
,"Lung and Bronchus","22030","Louisiana","22","2015","2015","Female","F","Non-Hispanic","2186-5",1200,491978,257.3,242.7,272.5,7.5,243.9,230.3,258.1,7.0
,"Lung and Bronchus","22030","Louisiana","22","2015","2015","Male","M","Hispanic","2135-2",23,12404,197.9,122.7,303.1,43.1,185.4,117.5,278.2,38.7
,"Lung and Bronchus","22030","Louisiana","22","2015","2015","Male","M","Non-Hispanic","2186-5",1551,403404,422.5,400.9,445.0,11.2,384.5,365.6,404.1,9.8
,"Lung and Bronchus","22030","Louisiana","22","2016","2016","Female","F","Hispanic","2135-2",22,15093,153.8,95.8,233.9,33.2,145.8,91.3,220.7,31.1
,"Lung and Bronchus","22030","Louisiana","22","2016","2016","Female","F","Non-Hispanic","2186-5",1245,503627,263.1,248.5,278.4,7.6,247.2,233.7,261.3,7.0
,"Lung and Bronchus","22030","Louisiana","22","2016","2016","Male","M","Non-Hispanic","2186-5",1530,415046,402.9,382.1,424.5,10.7,368.6,350.4,387.6,9.4
,"Lung and Bronchus","22030","Louisiana","22","2017","2017","Female","F","Hispanic","2135-2",21,16098,130.4,80.3,200.5,28.7,130.5,80.8,199.4,28.5
,"Lung and Bronchus","22030","Louisiana","22","2017","2017","Female","F","Non-Hispanic","2186-5",1224,514571,250.5,236.5,265.2,7.3,237.9,224.7,251.6,6.8
,"Lung and Bronchus","22030","Louisiana","22","2017","2017","Male","M","Non-Hispanic","2186-5",1647,425455,419.1,398.2,440.7,10.8,387.1,368.6,406.3,9.5
,"Lung and Bronchus","22030","Louisiana","22","2018","2018","Female","F","Non-Hispanic","2186-5",1248,524517,247.9,234.1,262.2,7.1,237.9,224.9,251.5,6.7
,"Lung and Bronchus","22030","Louisiana","22","2018","2018","Male","M","Non-Hispanic","2186-5",1634,435030,410.3,389.9,431.6,10.6,375.6,357.6,394.3,9.3
,"Lung and Bronchus","22030","Louisiana","22","2019","2019","Female","F","Hispanic","2135-2",19,18490,102.9,61.6,161.6,23.8,102.8,61.9,160.5,23.6
,"Lung and Bronchus","22030","Louisiana","22","2019","2019","Female","F","Non-Hispanic","2186-5",1385,534426,271.2,256.9,286.1,7.4,259.2,245.7,273.2,7.0
,"Lung and Bronchus","22030","Louisiana","22","2019","2019","Male","M","Non-Hispanic","2186-5",1708,444973,412.9,392.8,433.8,10.4,383.8,365.9,402.5,9.3
,"Lung and Bronchus","22030","Louisiana","22","2020","2020","Female","F","Non-Hispanic","2186-5",1232,543254,235.6,222.4,249.3,6.8,226.8,214.3,239.8,6.5
,"Lung and Bronchus","22030","Louisiana","22","2020","2020","Male","M","Hispanic","2135-2",16,18629,98.5,55.0,162.8,25.6,85.9,49.1,139.5,21.5
,"Lung and Bronchus","22030","Louisiana","22","2020","2020","Male","M","Non-Hispanic","2186-5",1508,453157,354.9,336.5,374.0,9.5,332.8,316.2,350.0,8.6
,"Lung and Bronchus","22030","Louisiana","22","2021","2021","Female","F","Hispanic","2135-2",19,20619,96.1,57.5,150.7,22.3,92.1,55.5,143.9,21.1
,"Lung and Bronchus","22030","Louisiana","22","2021","2021","Female","F","Non-Hispanic","2186-5",1348,551956,252.2,238.7,266.2,7.0,244.2,231.4,257.6,6.7
,"Lung and Bronchus","22030","Louisiana","22","2021","2021","Male","M","Hispanic","2135-2",18,19582,101.1,58.1,163.3,25.0,91.9,54.5,145.3,21.7
,"Lung and Bronchus","22030","Louisiana","22","2021","2021","Male","M","Non-Hispanic","2186-5",1600,459039,380.4,361.2,400.4,9.9,348.6,331.7,366.1,8.7
,"Lung and Bronchus","22030","Louisiana","22","2022","2022","Female","F","Non-Hispanic","2186-5",1449,559662,264.4,250.8,278.5,7.0,258.9,245.7,272.6,6.8
,"Lung and Bronchus","22030","Louisiana","22","2022","2022","Male","M","Hispanic","2135-2",24,20480,134.2,84.4,202.5,28.5,117.2,75.1,174.4,23.9
,"Lung and Bronchus","22030","Louisiana","22","2022","2022","Male","M","Non-Hispanic","2186-5",1614,464527,366.9,348.6,386.0,9.5,347.5,330.7,364.8,8.6
,"Lung and Bronchus","22030","Maine","23","1999","1999","Female","F","Non-Hispanic","2186-5",378,134423,281.3,253.5,311.3,14.5,281.2,253.6,311.0,14.5
,"Lung and Bronchus","22030","Maine","23","1999","1999","Male","M","Non-Hispanic","2186-5",511,100798,519.1,474.5,566.8,23.3,507.0,463.9,552.9,22.4
,"Lung and Bronchus","22030","Maine","23","2000","2000","Female","F","Non-Hispanic","2186-5",415,135522,305.5,276.7,336.5,15.1,306.2,277.5,337.2,15.0
,"Lung and Bronchus","22030","Maine","23","2000","2000","Male","M","Non-Hispanic","2186-5",530,102524,522.1,478.2,569.1,22.9,517.0,473.9,562.9,22.5
,"Lung and Bronchus","22030","Maine","23","2001","2001","Female","F","Non-Hispanic","2186-5",439,136477,321.3,291.8,353.0,15.4,321.7,292.3,353.2,15.4
,"Lung and Bronchus","22030","Maine","23","2001","2001","Male","M","Non-Hispanic","2186-5",516,104160,510.4,466.9,557.0,22.7,495.4,453.6,540.0,21.8
,"Lung and Bronchus","22030","Maine","23","2002","2002","Female","F","Non-Hispanic","2186-5",413,138013,300.0,271.6,330.5,14.8,299.2,271.1,329.5,14.7
,"Lung and Bronchus","22030","Maine","23","2002","2002","Male","M","Non-Hispanic","2186-5",515,106352,496.0,453.7,541.2,22.1,484.2,443.3,527.9,21.3
,"Lung and Bronchus","22030","Maine","23","2003","2003","Female","F","Non-Hispanic","2186-5",462,140293,329.6,300.1,361.2,15.4,329.3,300.0,360.8,15.3
,"Lung and Bronchus","22030","Maine","23","2003","2003","Male","M","Non-Hispanic","2186-5",544,109306,515.0,472.2,560.6,22.3,497.7,456.7,541.3,21.3
,"Lung and Bronchus","22030","Maine","23","2004","2004","Female","F","Non-Hispanic","2186-5",454,142480,323.1,293.9,354.4,15.2,318.6,290.0,349.3,15.0
,"Lung and Bronchus","22030","Maine","23","2004","2004","Male","M","Non-Hispanic","2186-5",558,112149,518.4,475.8,563.7,22.2,497.6,457.1,540.6,21.1
,"Lung and Bronchus","22030","Maine","23","2005","2005","Female","F","Non-Hispanic","2186-5",456,144295,318.9,290.1,349.8,15.0,316.0,287.7,346.4,14.8
,"Lung and Bronchus","22030","Maine","23","2005","2005","Male","M","Non-Hispanic","2186-5",545,114859,496.8,455.6,540.9,21.5,474.5,435.5,516.1,20.3
,"Lung and Bronchus","22030","Maine","23","2006","2006","Female","F","Non-Hispanic","2186-5",473,146677,329.9,300.6,361.2,15.3,322.5,294.1,352.9,14.8
,"Lung and Bronchus","22030","Maine","23","2006","2006","Male","M","Non-Hispanic","2186-5",562,117775,507.2,465.7,551.4,21.6,477.2,438.5,518.3,20.1
,"Lung and Bronchus","22030","Maine","23","2007","2007","Female","F","Non-Hispanic","2186-5",486,151298,325.5,297.0,356.1,14.9,321.2,293.3,351.1,14.6
,"Lung and Bronchus","22030","Maine","23","2007","2007","Male","M","Non-Hispanic","2186-5",549,123194,479.7,439.9,522.1,20.7,445.6,409.1,484.5,19.0
,"Lung and Bronchus","22030","Maine","23","2008","2008","Female","F","Non-Hispanic","2186-5",484,155799,322.4,294.0,352.7,14.8,310.7,283.6,339.6,14.1
,"Lung and Bronchus","22030","Maine","23","2008","2008","Male","M","Non-Hispanic","2186-5",543,128088,450.6,412.9,490.8,19.7,423.9,389.0,461.1,18.2
,"Lung and Bronchus","22030","Maine","23","2009","2009","Female","F","Non-Hispanic","2186-5",502,159809,326.9,298.6,357.1,14.8,314.1,287.2,342.8,14.0
,"Lung and Bronchus","22030","Maine","23","2009","2009","Male","M","Non-Hispanic","2186-5",569,132394,471.5,433.0,512.6,20.1,429.8,395.2,466.6,18.0
,"Lung and Bronchus","22030","Maine","23","2010","2010","Female","F","Non-Hispanic","2186-5",494,164032,317.7,289.9,347.3,14.5,301.2,275.2,328.9,13.5
,"Lung and Bronchus","22030","Maine","23","2010","2010","Male","M","Non-Hispanic","2186-5",543,137193,431.3,395.1,470.0,18.9,395.8,363.2,430.5,17.0
,"Lung and Bronchus","22030","Maine","23","2011","2011","Female","F","Non-Hispanic","2186-5",475,167957,299.5,272.8,328.1,14.0,282.8,257.9,309.4,13.0
,"Lung and Bronchus","22030","Maine","23","2011","2011","Male","M","Non-Hispanic","2186-5",537,141662,418.0,382.6,455.7,18.4,379.1,347.7,412.5,16.4
,"Lung and Bronchus","22030","Maine","23","2012","2012","Female","F","Non-Hispanic","2186-5",563,172479,343.7,315.5,373.8,14.7,326.4,300.0,354.5,13.8
,"Lung and Bronchus","22030","Maine","23","2012","2012","Male","M","Non-Hispanic","2186-5",569,146470,429.7,394.3,467.4,18.4,388.5,357.2,421.7,16.3
,"Lung and Bronchus","22030","Maine","23","2013","2013","Female","F","Non-Hispanic","2186-5",517,176995,308.9,282.4,337.1,13.8,292.1,267.5,318.4,12.8
,"Lung and Bronchus","22030","Maine","23","2013","2013","Male","M","Non-Hispanic","2186-5",599,151399,441.2,405.7,478.9,18.5,395.6,364.6,428.6,16.2
,"Lung and Bronchus","22030","Maine","23","2014","2014","Female","F","Non-Hispanic","2186-5",524,182079,309.4,283.1,337.5,13.7,287.8,263.7,313.5,12.6
,"Lung and Bronchus","22030","Maine","23","2014","2014","Male","M","Non-Hispanic","2186-5",564,156338,392.2,359.6,427.0,17.0,360.8,331.6,391.8,15.2
,"Lung and Bronchus","22030","Maine","23","2015","2015","Female","F","Non-Hispanic","2186-5",563,185983,324.3,297.6,352.7,13.9,302.7,278.2,328.8,12.8
,"Lung and Bronchus","22030","Maine","23","2015","2015","Male","M","Non-Hispanic","2186-5",559,160837,386.4,354.0,420.8,16.9,347.6,319.3,377.6,14.7
,"Lung and Bronchus","22030","Maine","23","2016","2016","Female","F","Non-Hispanic","2186-5",565,190804,315.8,289.8,343.5,13.5,296.1,272.2,321.6,12.5
,"Lung and Bronchus","22030","Maine","23","2016","2016","Male","M","Non-Hispanic","2186-5",655,165562,432.2,398.7,467.9,17.5,395.6,365.9,427.1,15.5
,"Lung and Bronchus","22030","Maine","23","2017","2017","Female","F","Non-Hispanic","2186-5",591,195605,320.3,294.6,347.6,13.4,302.1,278.3,327.5,12.4
,"Lung and Bronchus","22030","Maine","23","2017","2017","Male","M","Non-Hispanic","2186-5",575,170567,362.9,332.9,394.9,15.6,337.1,310.1,365.8,14.1
,"Lung and Bronchus","22030","Maine","23","2018","2018","Female","F","Non-Hispanic","2186-5",603,201031,317.8,292.6,344.6,13.1,300.0,276.5,324.9,12.2
,"Lung and Bronchus","22030","Maine","23","2018","2018","Male","M","Non-Hispanic","2186-5",613,175726,378.3,348.0,410.4,15.7,348.8,321.8,377.6,14.1
,"Lung and Bronchus","22030","Maine","23","2019","2019","Female","F","Non-Hispanic","2186-5",639,205651,327.9,302.7,354.7,13.1,310.7,287.1,335.8,12.3
,"Lung and Bronchus","22030","Maine","23","2019","2019","Male","M","Non-Hispanic","2186-5",635,180370,372.7,343.4,403.9,15.3,352.1,325.2,380.5,14.0
,"Lung and Bronchus","22030","Maine","23","2020","2020","Female","F","Non-Hispanic","2186-5",619,210627,308.3,284.2,333.9,12.5,293.9,271.2,318.0,11.8
,"Lung and Bronchus","22030","Maine","23","2020","2020","Male","M","Non-Hispanic","2186-5",632,185254,363.8,335.1,394.2,14.9,341.2,315.1,368.8,13.6
,"Lung and Bronchus","22030","Maine","23","2021","2021","Female","F","Non-Hispanic","2186-5",576,216664,273.7,251.5,297.2,11.5,265.8,244.6,288.5,11.1
,"Lung and Bronchus","22030","Maine","23","2021","2021","Male","M","Non-Hispanic","2186-5",665,190611,368.7,340.4,398.8,14.7,348.9,322.9,376.4,13.5
,"Lung and Bronchus","22030","Maine","23","2022","2022","Female","F","Non-Hispanic","2186-5",642,222058,296.0,273.4,320.0,11.8,289.1,267.2,312.4,11.4
,"Lung and Bronchus","22030","Maine","23","2022","2022","Male","M","Non-Hispanic","2186-5",571,195322,312.1,286.4,339.5,13.4,292.3,268.8,317.3,12.2
,"Lung and Bronchus","22030","Maryland","24","1999","1999","Female","F","Non-Hispanic","2186-5",1315,449791,291.7,276.2,308.0,8.1,292.4,276.8,308.6,8.1
,"Lung and Bronchus","22030","Maryland","24","1999","1999","Male","M","Non-Hispanic","2186-5",1560,331479,488.2,463.8,513.6,12.6,470.6,447.6,494.6,11.9
,"Lung and Bronchus","22030","Maryland","24","2000","2000","Female","F","Non-Hispanic","2186-5",1259,453911,277.1,262.0,292.8,7.8,277.4,262.3,293.1,7.8
,"Lung and Bronchus","22030","Maryland","24","2000","2000","Male","M","Non-Hispanic","2186-5",1480,337372,449.9,426.8,473.8,11.9,438.7,416.6,461.6,11.4
,"Lung and Bronchus","22030","Maryland","24","2001","2001","Female","F","Non-Hispanic","2186-5",1193,460204,258.7,244.2,273.8,7.5,259.2,244.7,274.4,7.5
,"Lung and Bronchus","22030","Maryland","24","2001","2001","Male","M","Non-Hispanic","2186-5",1374,343702,413.3,391.4,436.2,11.3,399.8,378.9,421.5,10.8
,"Lung and Bronchus","22030","Maryland","24","2002","2002","Female","F","Non-Hispanic","2186-5",1325,468247,282.8,267.8,298.5,7.8,283.0,267.9,298.6,7.8
,"Lung and Bronchus","22030","Maryland","24","2002","2002","Male","M","Non-Hispanic","2186-5",1409,351205,415.7,394.0,438.4,11.3,401.2,380.5,422.7,10.7
,"Lung and Bronchus","22030","Maryland","24","2003","2003","Female","F","Non-Hispanic","2186-5",1417,478514,299.2,283.7,315.2,8.0,296.1,280.9,312.0,7.9
,"Lung and Bronchus","22030","Maryland","24","2003","2003","Male","M","Non-Hispanic","2186-5",1549,361448,451.7,429.1,475.2,11.7,428.6,407.5,450.4,10.9
,"Lung and Bronchus","22030","Maryland","24","2004","2004","Female","F","Non-Hispanic","2186-5",1416,486698,294.4,279.1,310.2,7.9,290.9,276.0,306.5,7.7
,"Lung and Bronchus","22030","Maryland","24","2004","2004","Male","M","Non-Hispanic","2186-5",1469,369541,419.4,397.9,441.8,11.1,397.5,377.4,418.4,10.4
,"Lung and Bronchus","22030","Maryland","24","2005","2005","Female","F","Non-Hispanic","2186-5",1381,494957,283.5,268.7,299.0,7.7,279.0,264.5,294.1,7.5
,"Lung and Bronchus","22030","Maryland","24","2005","2005","Male","M","Non-Hispanic","2186-5",1545,376615,434.5,412.7,457.0,11.2,410.2,390.0,431.2,10.4
,"Lung and Bronchus","22030","Maryland","24","2006","2006","Female","F","Non-Hispanic","2186-5",1426,501081,291.3,276.3,307.0,7.8,284.6,270.0,299.7,7.5
,"Lung and Bronchus","22030","Maryland","24","2006","2006","Male","M","Non-Hispanic","2186-5",1477,383016,410.3,389.3,432.1,10.8,385.6,366.2,405.8,10.0
,"Lung and Bronchus","22030","Maryland","24","2007","2007","Female","F","Non-Hispanic","2186-5",1460,517539,293.9,278.8,309.5,7.8,282.1,267.8,297.0,7.4
,"Lung and Bronchus","22030","Maryland","24","2007","2007","Male","M","Non-Hispanic","2186-5",1500,398932,407.3,386.6,428.9,10.7,376.0,357.2,395.5,9.7
,"Lung and Bronchus","22030","Maryland","24","2008","2008","Female","F","Hispanic","2135-2",16,13538,133.1,75.1,217.9,33.9,118.2,67.6,191.9,29.5
,"Lung and Bronchus","22030","Maryland","24","2008","2008","Female","F","Non-Hispanic","2186-5",1483,532204,290.7,275.9,306.1,7.7,278.7,264.6,293.2,7.2
,"Lung and Bronchus","22030","Maryland","24","2008","2008","Male","M","Non-Hispanic","2186-5",1535,413447,406.0,385.6,427.3,10.6,371.3,352.9,390.3,9.5
,"Lung and Bronchus","22030","Maryland","24","2009","2009","Female","F","Non-Hispanic","2186-5",1473,548705,281.6,267.2,296.6,7.5,268.5,254.9,282.5,7.0
,"Lung and Bronchus","22030","Maryland","24","2009","2009","Male","M","Hispanic","2135-2",17,10279,184.6,103.2,306.3,47.8,165.4,96.3,264.8,40.1
,"Lung and Bronchus","22030","Maryland","24","2009","2009","Male","M","Non-Hispanic","2186-5",1443,427606,365.8,346.8,385.7,9.9,337.5,320.3,355.3,8.9
,"Lung and Bronchus","22030","Maryland","24","2010","2010","Female","F","Hispanic","2135-2",17,15492,127.8,73.5,205.9,31.6,109.7,63.9,175.7,26.6
,"Lung and Bronchus","22030","Maryland","24","2010","2010","Female","F","Non-Hispanic","2186-5",1450,564200,270.1,256.1,284.7,7.2,257.0,243.9,270.6,6.7
,"Lung and Bronchus","22030","Maryland","24","2010","2010","Male","M","Non-Hispanic","2186-5",1471,441907,369.9,350.8,389.8,9.9,332.9,316.1,350.3,8.7
,"Lung and Bronchus","22030","Maryland","24","2011","2011","Female","F","Hispanic","2135-2",19,16708,130.4,77.7,205.1,30.5,113.7,68.5,177.6,26.1
,"Lung and Bronchus","22030","Maryland","24","2011","2011","Female","F","Non-Hispanic","2186-5",1497,579507,274.7,260.7,289.2,7.2,258.3,245.4,271.7,6.7
,"Lung and Bronchus","22030","Maryland","24","2011","2011","Male","M","Hispanic","2135-2",16,12463,163.8,90.3,272.8,43.2,128.4,73.4,208.5,32.1
,"Lung and Bronchus","22030","Maryland","24","2011","2011","Male","M","Non-Hispanic","2186-5",1454,456769,352.7,334.3,371.8,9.5,318.3,302.2,335.1,8.3
,"Lung and Bronchus","22030","Maryland","24","2012","2012","Female","F","Non-Hispanic","2186-5",1430,595271,256.3,242.9,270.2,6.9,240.2,227.9,253.0,6.4
,"Lung and Bronchus","22030","Maryland","24","2012","2012","Male","M","Non-Hispanic","2186-5",1499,471983,352.3,334.1,371.1,9.4,317.6,301.7,334.1,8.2
,"Lung and Bronchus","22030","Maryland","24","2013","2013","Female","F","Non-Hispanic","2186-5",1491,611084,259.1,245.8,272.8,6.8,244.0,231.8,256.7,6.3
,"Lung and Bronchus","22030","Maryland","24","2013","2013","Male","M","Hispanic","2135-2",20,14916,171.0,99.9,272.6,41.3,134.1,81.9,207.1,30.0
,"Lung and Bronchus","22030","Maryland","24","2013","2013","Male","M","Non-Hispanic","2186-5",1490,486645,342.9,325.2,361.3,9.1,306.2,290.8,322.1,7.9
,"Lung and Bronchus","22030","Maryland","24","2014","2014","Female","F","Hispanic","2135-2",19,21372,108.2,64.3,170.1,25.4,88.9,53.5,138.8,20.4
,"Lung and Bronchus","22030","Maryland","24","2014","2014","Female","F","Non-Hispanic","2186-5",1549,627879,262.4,249.3,276.1,6.8,246.7,234.6,259.3,6.3
,"Lung and Bronchus","22030","Maryland","24","2014","2014","Male","M","Non-Hispanic","2186-5",1514,501689,334.0,316.8,351.8,8.9,301.8,286.8,317.4,7.8
,"Lung and Bronchus","22030","Maryland","24","2015","2015","Female","F","Hispanic","2135-2",22,23214,111.0,68.3,170.1,24.5,94.8,59.4,143.5,20.2
